model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,10,1,onnxruntime,89756056,44688726,0.05958700180053711,0.08212804794311523,9.978724241256714,,10.28152585029602,5.3877024e-08,9.546056e-09,0.0,5.364418e-07,9.293868e-06,7.3083656e-06,0.0,4.617194e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,10,1,onnx2keras,89756056,44817208,0.05958700180053711,0.3395397663116455,0.49191927909851074,0.18381047248840332,2.006808042526245,7.3826634e-08,1.4901161e-08,0.0,5.364418e-07,1.1806131e-05,9.4512725e-06,0.0,4.4248023e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,10,1,onnx2keras,89756056,44817208,0.05958700180053711,0.3395397663116455,0.49191927909851074,0.18381047248840332,2.006808042526245,4.911101e-08,8.032657e-09,0.0,5.9604645e-07,7.745117e-06,6.3366742e-06,0.0,2.8261547e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,10,2,onnxruntime,89756056,44688726,0.05547380447387695,0.08216214179992676,10.441029787063599,,10.781581163406372,4.0660996e-08,7.799827e-09,0.0,4.172325e-07,7.924279e-06,6.453545e-06,0.0,3.052876e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,10,2,onnx2keras,89756056,44817208,0.05547380447387695,0.3337223529815674,0.5033087730407715,0.18119549751281738,2.010655164718628,6.703854e-08,1.8277206e-08,0.0,6.5378845e-07,1.2738608e-05,1.0249532e-05,0.0,4.738971e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,10,2,onnx2keras,89756056,44817208,0.05547380447387695,0.3337223529815674,0.5033087730407715,0.18119549751281738,2.010655164718628,4.8289657e-08,1.094304e-08,0.0,5.364418e-07,8.452128e-06,6.021675e-06,0.0,4.276826e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,10,3,onnxruntime,89756056,44688726,0.06512165069580078,0.08127045631408691,10.160465955734253,,10.472991228103638,6.281225e-08,6.8102963e-09,2.2737368e-13,5.364418e-07,8.336093e-06,7.0007723e-06,6.114596e-08,2.8097751e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,10,3,onnx2keras,89756056,44817208,0.06512165069580078,0.3600943088531494,0.5030562877655029,0.1991586685180664,2.069566011428833,7.460631e-08,9.8661985e-09,0.0,1.0728836e-06,1.0815583e-05,9.357043e-06,0.0,3.512181e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,10,3,onnx2keras,89756056,44817208,0.06512165069580078,0.3600943088531494,0.5030562877655029,0.1991586685180664,2.069566011428833,4.653618e-08,5.646143e-09,0.0,6.556511e-07,7.5781486e-06,6.5315435e-06,0.0,3.365588e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,10,4,onnxruntime,89756056,44688726,0.07255172729492188,0.08329153060913086,10.149333000183105,,10.463917970657349,5.7319458e-08,1.0826625e-08,0.0,1.0728836e-06,9.170803e-06,7.9144675e-06,0.0,3.1238993e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,10,4,onnx2keras,89756056,44817208,0.07255172729492188,0.3346526622772217,0.499284029006958,0.18012356758117676,2.0513620376586914,6.9981105e-08,1.3329554e-08,0.0,1.1920929e-06,1.0816544e-05,7.722403e-06,0.0,4.1887633e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,10,4,onnx2keras,89756056,44817208,0.07255172729492188,0.3346526622772217,0.499284029006958,0.18012356758117676,2.0513620376586914,3.5171983e-08,3.0267984e-09,0.0,2.3841858e-07,6.844282e-06,6.0606544e-06,0.0,2.7266678e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,10,5,onnxruntime,89756056,44688726,0.0653679370880127,0.08259296417236328,9.707472562789917,,10.015862226486206,5.272266e-08,6.6356733e-09,0.0,4.7683716e-07,7.500085e-06,5.899032e-06,0.0,2.441153e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,10,5,onnx2keras,89756056,44817208,0.0653679370880127,0.3435184955596924,0.5255293846130371,0.181884765625,2.087474822998047,7.5042415e-08,1.0826625e-08,0.0,1.1920929e-06,1.043563e-05,8.26595e-06,0.0,3.79423e-05
